PROPERTY_TYPE,STATE,LAT,ION,AREA_M2,PRICE_USD
house,Querétaro,20.571299,,90.0,37353.34
house,Yucatán,20.9904342,,200.0,79029.72
house,Morelos,18.953518,,300.0,147522.15
house,Nuevo León,25.686357,,380.0,200256.11
house,Baja California,32.494759,,92.0,51632.75
house,Jalisco,20.7540020174,,290.0,152790.8
house,Estado de México,19.562864,,90.0,52686.48
house,Querétaro,20.5285264774,,136.0,79048.46
apartment,San Luis Potosí,22.133745,,174.0,143868.21
apartment,Distrito Federal,19.299864,,65.0,135225.12
house,Estado de México,19.493069,,343.0,191620.74
house,Querétaro,20.6536084,,176.0,110140.86
apartment,Distrito Federal,19.384724,,145.0,123813.23
house,Jalisco,20.883594,,100.0,184402.69
house,Nuevo León,25.6866142,,90.0,242357.82
house,Morelos,18.804197,,140.0,51632.75
house,Querétaro,20.7047931,,250.0,150192.08
house,Estado de México,19.589786878,,80.0,36889.28
house,Puebla,18.972588,,202.0,150894.08
house,Nuevo León,25.530777,,299.0,194939.99
house,Querétaro,20.593385,,100.0,115910.26
house,Puebla,19.017727,,182.0,108559.89
apartment,Distrito Federal,19.454332,,62.0,50591.01
house,Quintana Roo,21.139086,,200.0,158096.93
house,Estado de México,19.2030655,,106.0,38724.56
house,Sinaloa,23.290356,,150.0,93781.94
house,Colima,19.277207,,161.0,52633.79
house,Nuevo León,25.7393693814,,266.0,144700.85
house,Morelos,18.901708,,250.0,242357.82
apartment,Distrito Federal,19.368808,,83.0,115910.26
house,Yucatán,21.0369774162,,175.0,126214.05
house,Morelos,23.634501,,270.0,229186.2
apartment,Distrito Federal,19.38342,,88.0,100104.31
house,Morelos,18.93409,,145.0,102738.64
house,Distrito Federal,19.380834,,350.0,161258.87
house,Morelos,18.886955,,68.0,43202.91
house,Nuevo León,25.679226,,210.0,155425.12
apartment,Distrito Federal,19.413009,,127.0,289775.66
apartment,Distrito Federal,19.410215,,70.0,44048.85
apartment,Distrito Federal,19.367424,,82.0,154898.26
house,San Luis Potosí,22.0951835008,,172.0,50157.53
apartment,Distrito Federal,19.298168,,83.0,177695.7
apartment,Estado de México,19.5652097,,87.0,84318.36
house,Estado de México,19.5527338,,200.0,92223.21
house,Yucatán,21.0634817,,235.0,146995.28
house,Tamaulipas,22.285725,,218.0,118572.7
house,Querétaro,20.5230129,,184.0,93804.18
apartment,Distrito Federal,19.440043,,79.0,137017.34
house,Veracruz de Ignacio de la Llave,25.439536,,293.0,158059.45
apartment,San Luis Potosí,22.144705,,144.0,90620.75
house,Yucatán,20.9959805028,,374.0,247421.7
house,Tamaulipas,22.3286560021,,140.0,73778.56
house,Morelos,18.858107,,92.0,64556.24
house,Veracruz de Ignacio de la Llave,19.0530826,,200.0,108007.29
house,Morelos,18.883513,,80.0,44783.51
house,Morelos,18.933414,,250.0,292900.92
house,Morelos,18.935198,,180.0,168596.74
house,Nuevo León,25.7385463,,254.0,139652.29
apartment,Distrito Federal,19.41275,,60.0,35890.24
apartment,Distrito Federal,19.364891,,78.0,150830.86
house,Estado de México,19.272732,,126.0,68492.42
house,Estado de México,19.490576,,350.0,210745.93
house,Querétaro,20.5535753,,156.0,86953.31
house,Querétaro,20.572051,,227.0,125920.69
house,Baja California,32.457469,,102.0,61643.18
house,Distrito Federal,19.353373,,160.0,106127.01
house,Yucatán,21.039522,,270.0,164947.8
house,Jalisco,20.2959587,,204.0,94835.67
house,Querétaro,20.379178,,80.0,34246.21
house,Morelos,18.804409,,130.0,47417.83
house,Guanajuato,20.5958037462,,195.0,94858.16
house,Tamaulipas,22.272678,,350.0,237145.4
house,Tamaulipas,22.309216,,109.0,45848.11
house,Morelos,18.808657,,67.0,34254.33
house,Jalisco,20.712604,,361.0,194939.99
house,Nuevo León,25.6626225,,311.0,240884.28
house,Puebla,19.059084,,243.0,101445.53
house,Aguascalientes,21.89658,,245.0,78502.86
house,Campeche,19.8308743,,180.0,76413.51
house,Estado de México,19.491798,,150.0,168596.74
house,Distrito Federal,19.508428,,150.0,45057.62
house,Chihuahua,28.70466,,78.0,51632.75
apartment,Distrito Federal,19.454332,,90.0,53832.41
house,Puebla,19.077675,,175.0,118544.58
house,Morelos,23.634501,,160.0,99577.45
house,Morelos,18.922282,,70.0,46469.47
house,Chiapas,16.742777,,140.0,73778.56
house,Veracruz de Ignacio de la Llave,20.945961,,200.0,289775.66
house,San Luis Potosí,22.193162,,80.0,39514.86
apartment,Veracruz de Ignacio de la Llave,19.119549,,93.0,76413.51
house,Estado de México,19.4953683665,,140.0,68508.67
house,Quintana Roo,21.139641,,100.0,36880.53
house,Querétaro,20.659601,,301.0,274034.68
house,Yucatán,21.3103259143,,325.0,187081.37
apartment,Distrito Federal,19.393257,,100.0,71653.61
house,Yucatán,21.072905,,190.0,97493.1
house,Veracruz de Ignacio de la Llave,20.9475017,,110.0,67860.19
house,Nuevo León,25.721457,,190.0,88513.29
house,Estado de México,19.406092,,177.0,80083.45
house,San Luis Potosí,22.125832,,197.0,147557.13
house,Yucatán,21.023252,,320.0,150192.08
house,Estado de México,19.31673,,80.0,47944.7
house,Querétaro,20.647322,,82.0,36248.3
house,Estado de México,19.7100885,,99.0,75783.82
apartment,Distrito Federal,19.462951,,208.0,131716.2
house,Yucatán,21.072905,,290.0,126477.54
house,Tamaulipas,22.3140373,,178.0,51644.99
house,Jalisco,20.547053,,340.0,262440.91
house,Tlaxcala,19.308845,,85.0,35826.8
apartment,Chiapas,16.745515,,102.0,46364.1
house,Chiapas,19.704245,,150.0,94835.67
house,Veracruz de Ignacio de la Llave,25.525183,,104.0,33192.48
house,San Luis Potosí,22.136711,,270.0,163328.09
apartment,Yucatán,21.039522,,119.0,115814.11
house,Estado de México,18.831146,,125.0,73761.07
house,Querétaro,20.558271,,139.0,97469.99
house,Guanajuato,21.178095,,360.0,178607.18
apartment,Distrito Federal,19.403794,,70.0,54235.15
house,Querétaro,20.543869,,150.0,51105.88
apartment,Distrito Federal,19.343424,,84.0,115910.26
house,Veracruz de Ignacio de la Llave,19.532236,,180.0,79029.72
house,Jalisco,20.755376,,120.0,71143.62
apartment,Yucatán,21.008295,,142.0,91169.23
apartment,Distrito Federal,19.382649,,65.0,44178.77
house,Distrito Federal,23.634501,,200.0,152790.8
house,Tamaulipas,22.268972,,200.0,121207.64
house,Guerrero,16.856389,,131.0,47417.83
house,Veracruz de Ignacio de la Llave,19.1279472004,,200.0,104319.23
apartment,Puebla,19.076612,,93.0,57884.47
house,Querétaro,20.391528,,202.0,121207.64
house,Quintana Roo,21.1661723,,370.0,200256.11
house,Baja California,32.46906,,86.0,52605.29
apartment,Yucatán,21.0634817,,63.0,44794.13
apartment,Baja California,23.634501,,95.0,84313.09
house,Querétaro,20.745667,,290.0,236091.42
apartment,Tamaulipas,22.292006,,128.0,85878.96
house,Puebla,19.061148,,120.0,59535.72
house,Morelos,18.969536,,180.0,81664.04
house,Estado de México,19.300028,,198.0,53666.55
house,Yucatán,20.999418,,377.0,224339.55
apartment,Distrito Federal,19.401507,,92.0,67438.69
house,Estado de México,19.663315,,100.0,80083.45
apartment,Yucatán,21.030668,,82.0,62696.91
house,Colima,19.255166,,105.0,46627.53
house,Morelos,18.743973,,79.0,42941.43
house,Yucatán,21.037875,,123.0,41095.45
apartment,Quintana Roo,21.1495343889,,79.0,80015.91
house,Morelos,18.951663,,376.0,263432.41
apartment,Distrito Federal,19.381078,,70.0,85668.22
house,Sinaloa,24.8225157463,,105.0,55847.67
house,Estado de México,19.522923,,200.0,229240.55
house,Querétaro,20.693433,,160.0,121178.91
house,Estado de México,19.545727,,133.0,67438.69
house,Chihuahua,28.672886,,250.0,63238.77
house,Guanajuato,20.9144491,,100.0,127584.22
house,Puebla,23.634501,,113.0,57955.13
house,Querétaro,20.618279,,130.0,99601.06
house,San Luis Potosí,22.193523,,211.0,165467.83
house,Yucatán,21.030771,,200.0,77994.48
apartment,Chiapas,16.747116,,84.0,52686.48
house,Estado de México,19.276849,,179.0,94203.43
house,Quintana Roo,21.082655,,251.0,187037.01
house,Distrito Federal,19.3845016369,,115.0,81683.41
apartment,Distrito Federal,19.446829,,65.0,163064.66
house,Yucatán,20.99947,,169.0,55333.92
house,Aguascalientes,21.99782,,350.0,193359.39
house,Nuevo León,25.714615,,309.0,158096.93
house,Estado de México,19.286575,,200.0,72865.4
house,Durango,24.024288,,98.0,36090.24
house,Estado de México,19.537234,,83.0,45447.36
house,Distrito Federal,19.343042,,275.0,167543.01
house,Querétaro,20.594322,,286.0,183875.82
house,Jalisco,20.66976,,70.0,35299.94
house,Sinaloa,23.256596,,190.0,55320.8
house,Estado de México,19.524088,,75.0,70757.94
house,Sonora,27.492267,,236.0,115910.26
apartment,Distrito Federal,19.394358,,195.0,289775.66
house,Nuevo León,25.7075214,,150.0,110969.16
house,Chihuahua,28.6329957,,274.0,173906.62
house,Tamaulipas,22.286442,,81.0,44256.64
house,Morelos,18.926889,,186.0,118544.58
apartment,Distrito Federal,19.287568,,100.0,159320.71
house,Morelos,18.835637,,200.0,63223.78
house,Nuevo León,25.723516,,350.0,252895.12
house,Chiapas,19.750508,,90.0,37934.26
apartment,Puebla,19.058884,,104.0,92201.34
house,Distrito Federal,19.477827,,229.0,157690.64
apartment,Morelos,18.963312,,76.0,43729.78
apartment,Distrito Federal,19.393656,,60.0,84845.35
apartment,Estado de México,19.607218,,100.0,43202.91
house,Estado de México,19.1617587,,85.0,57968.87
house,Guerrero,16.7795417527,,275.0,316118.9
house,Yucatán,21.0411724,,195.0,91632.19
house,Tabasco,18.00557,,205.0,88513.29
apartment,Distrito Federal,19.441809,,80.0,65120.49
house,Hidalgo,20.124367,,150.0,92223.21
house,Veracruz de Ignacio de la Llave,20.9673656268,,120.0,44783.51
apartment,Distrito Federal,19.391819,,84.0,71653.61
apartment,Distrito Federal,19.375412,,60.0,105372.96
house,Morelos,23.634501,,180.0,63223.78
apartment,Distrito Federal,19.496076,,60.0,36260.68
house,Sinaloa,24.8053549677,,95.0,44794.13
apartment,Distrito Federal,19.309196,,110.0,121863.83
house,Morelos,18.842861,,120.0,105372.96
house,Veracruz de Ignacio de la Llave,25.51485,,140.0,51632.75
house,Jalisco,20.532264,,175.0,121178.91
house,Morelos,18.9289862,,100.0,47417.83
house,Yucatán,21.0284038368,,81.0,39524.23
house,San Luis Potosí,22.11830417,,360.0,245050.24
house,Estado de México,19.233201,,115.0,110667.85
